competitor_id,name,country,country_code,abbreviation,gender
sr:competitor:1181751,"Vasami, Jacopo",Italy,ITA,VAS,
sr:competitor:157394,"Rosenkranz, Mats",Germany,DEU,ROS,
sr:competitor:116616,"Clarke, Jay",Great Britain,GBR,CLA,
sr:competitor:84659,"Recek, Dominik",Czechia,CZE,REC,
sr:competitor:920395,"Shah, Aryan",India,IND,SHA,
sr:competitor:385204,"Verbin, Pavel",Neutral,,VER,
sr:competitor:501410,"Hignett, Liam",Great Britain,GBR,HIG,
sr:competitor:160104,"Vance, Jamie",USA,USA,VAN,
sr:competitor:322801,"Kalender, Admir",Croatia,HRV,KAL,
sr:competitor:783794,"Singh, Karan (IND)",India,IND,SIN,
sr:competitor:168420,"Andrade, Andres",Ecuador,ECU,AND,
sr:competitor:933891,"Hipfl, Nico",Austria,AUT,HIP,
sr:competitor:797282,"Dumitru, Alexandru Cristian",Romania,ROU,DUM,
sr:competitor:270137,"Klier Junior, Gilbert",Brazil,BRA,KIL,
sr:competitor:952887,"Aguilar Cardozo, Joaquin",Uruguay,URY,AGU,
sr:competitor:54975,"Casanova, Hernan",Argentina,ARG,CAS,
sr:competitor:244783,"Lorusso, Lorenzo",Italy,ITA,LOR,
sr:competitor:681071,"Ganta, Sai Karteek Reddy",India,IND,GAN,
sr:competitor:371448,"Llamas Ruiz, Pablo",Spain,ESP,LLA,
sr:competitor:119150,"Fancutt, Thomas",Australia,AUS,FAN,
sr:competitor:36300,"Travaglia, Stefano",Italy,ITA,TRA,
sr:competitor:283965,"Suresh, Dhakshineswar",India,IND,SUR,
sr:competitor:93597,"Pellegrino, Andrea",Italy,ITA,PEL,
sr:competitor:294248,"Hellum Lilleengen, Lukas",Norway,NOR,HEL,
sr:competitor:18066,"Basic, Mirza",Bosnia & Herzegovina,BIH,BAS,
sr:competitor:1011445,"Exsted, Maxwell",USA,USA,EXS,
sr:competitor:915153,"Dodig, Matej",Croatia,HRV,DOD,
sr:competitor:976405,"Taguchi, Ryotaro",Japan,JPN,TAG,
sr:competitor:17080,"Tomic, Bernard",Australia,AUS,TOM,
sr:competitor:106357,"Gerch, Lucas",Germany,DEU,GER,
sr:competitor:1080832,"Fuchs, Zachary",USA,USA,FUC,
sr:competitor:407785,"Murgett, Finn",Great Britain,GBR,MUR,
sr:competitor:48055,"Hsieh, Cheng-Peng",Chinese Taipei,TPE,HSI,
sr:competitor:210502,"Kopp, Sandro",Austria,AUT,KOP,
sr:competitor:847592,"Midon, Lautaro",Argentina,ARG,MID,
sr:competitor:906831,"Vithoontien, Leo",Japan,JPN,VIT,
sr:competitor:170976,"Ribero, Franco",Argentina,ARG,RIB,
sr:competitor:280559,"Catini, Niccolo",Italy,ITA,CAT,
sr:competitor:215696,"Schell, Niklas",Germany,DEU,SCH,
sr:competitor:157456,"Davidovich Fokina, Alejandro",Spain,ESP,DAV,
sr:competitor:365412,"Sanchez Martinez, Benito",Germany,DEU,SAN,
sr:competitor:55787,"Olivo, Renzo",Argentina,ARG,OLI,
sr:competitor:404753,"Saritas, Gokberk",Turkiye,TUR,SAR,
sr:competitor:154572,"Mashtakov, Nikita",Ukraine,UKR,MAS,
sr:competitor:605854,"Maxted, Lui",Great Britain,GBR,MAX,
sr:competitor:169492,"Aboian, Leonardo",Argentina,ARG,ABO,
sr:competitor:245779,"Martin, Dan",Canada,CAN,MAR,
sr:competitor:322729,"Bueno Gil, Alvaro",Spain,ESP,BUE,
sr:competitor:503814,"Mochizuki, Shintaro",Japan,JPN,MOC,
sr:competitor:156664,"TE, Rigele",China,CHN,RIG,
sr:competitor:350814,"Vankan, Marlon",Germany,DEU,VAN,
sr:competitor:255409,"Nortey, Isaac",Ghana,GHA,NOR,
sr:competitor:450343,"Hussey, Giles",Great Britain,GBR,HUS,
sr:competitor:193930,"Sigouin, Benjamin",Canada,CAN,SIG,
sr:competitor:208165,"Fomin, Sergey",Uzbekistan,UZB,FOM,
sr:competitor:768772,"Bar Biryukov, Petr",Neutral,,BAR,
sr:competitor:124934,"Lomakin, Grigoriy",Kazakhstan,KAZ,LOM,
sr:competitor:908817,"Woestendick, Cooper",USA,USA,WOE,
sr:competitor:389078,"Lalami Laaroussi, Younes",Morocco,MAR,LAL,
sr:competitor:780796,"Feldbausch, Kilian",Switzerland,CHE,FEL,
sr:competitor:96239,"Durasovic, Viktor",Norway,NOR,DUR,
sr:competitor:496346,"Stricker, Dominic",Switzerland,CHE,STR,
sr:competitor:312088,"Ilagan, Andre",USA,USA,ILA,
sr:competitor:283451,"Rodriguez, Lorenzo Joaquin",Argentina,ARG,ROD,
sr:competitor:14508,"Mahut, Nicolas",France,FRA,MAH,
sr:competitor:217038,"Seeman, Johannes",Estonia,EST,SEE,
sr:competitor:269535,"Potenza, Luca",Italy,ITA,POT,
sr:competitor:24009,"Betov, Sergey",Belarus,BLR,BET,
sr:competitor:908699,"Bilardo, Jacopo",Italy,ITA,BIL,
sr:competitor:829282,"Blockx, Alexander",Belgium,BEL,BLO,
sr:competitor:215492,"Cui, Jie",China,CHN,CUI,
sr:competitor:112987,"Handel, Tim",Germany,DEU,HAN,
sr:competitor:373348,"Pucinelli de Almeida, Matheus",Brazil,BRA,PDA,
sr:competitor:210636,"Poling, Karl",USA,USA,POL,
sr:competitor:100317,"Turker, Mert Naci",Turkiye,TUR,TUR,
sr:competitor:243478,"Vives Marcos, Pedro",Spain,ESP,VIV,
sr:competitor:121668,"Meligeni Alves, Felipe",Brazil,BRA,MEL,
sr:competitor:256875,"Tirante, Thiago Agustin",Argentina,ARG,TIR,
sr:competitor:978579,"Ghazouani Durand, Yanis",France,FRA,GHA,
sr:competitor:345126,"Lo, Yi Jui",Chinese Taipei,TPE,YI,
sr:competitor:341188,"Justo, Guido Ivan",Argentina,ARG,JUS,
sr:competitor:312436,"Hudd, Emile",Great Britain,GBR,HUD,
sr:competitor:50847,"Yevseyev, Denis",Kazakhstan,KAZ,YEV,
sr:competitor:435758,"Vanshelboim, Eric",Ukraine,UKR,VAN,
sr:competitor:524256,"Beckley, Alec",South Africa,ZAF,BEC,
sr:competitor:230152,"Zeuch, Tom",Germany,DEU,ZEU,
sr:competitor:355752,"Svrcina, Dalibor",Czechia,CZE,SVR,
sr:competitor:50148,"Puttergill, Calum",Australia,AUS,PUT,
sr:competitor:224936,"Nanda, Govind",USA,USA,NAN,
sr:competitor:389114,"Guillen Meza, Alvaro",Ecuador,ECU,GUI,
sr:competitor:222628,"Ayeni, Alafia",USA,USA,AVE,
sr:competitor:154486,"Masabayashi, Tomohiro",Japan,JPN,MAS,
sr:competitor:14882,"Djokovic, Novak",Serbia,SRB,DJO,
sr:competitor:807574,"Zheng, Michael",USA,USA,ZHE,
sr:competitor:412813,"Martinez, Alex",Spain,ESP,MAR,
sr:competitor:268441,"Gadamauri, Buvaysar",Belgium,BEL,GAD,
sr:competitor:837590,"Arutiunian, Erik",Belarus,BLR,ARU,
sr:competitor:137892,"Otegui, Juan Bautista",Argentina,ARG,OTE,
sr:competitor:364924,"Tudorica, Alvin Nicholas",Canada,CAN,TUD,
sr:competitor:130494,"Neos, Eleftherios",Cyprus,CYP,NEO,
sr:competitor:182875,"Efstathiou, Menelaos",Cyprus,CYP,EFS,
sr:competitor:72376,"Siniakova, Katerina",Czechia,CZE,SIN,
sr:competitor:51387,"Townsend, Taylor",USA,USA,TOW,
sr:competitor:19202,"Errani, Sara",Italy,ITA,ERR,
sr:competitor:69208,"Paolini, Jasmine",Italy,ITA,PAO,
sr:competitor:74949,"Routliffe, Erin",New Zealand,NZL,ROU,
sr:competitor:64496,"Ostapenko, Jelena",Latvia,LVA,OST,
sr:competitor:78551,"Mertens, Elise",Belgium,BEL,MER,
sr:competitor:18936,"Hsieh, Su-Wei",Chinese Taipei,TPE,HSI,
sr:competitor:43860,"Dabrowski, Gabriela",Canada,CAN,DAB,
sr:competitor:66968,"Kudermetova, Veronika",Neutral,,KUD,
sr:competitor:588071,"Shnaider, Diana",Neutral,,SHN,
sr:competitor:871583,"Andreeva, Mirra",Neutral,,AND,
sr:competitor:69718,"Danilina, Anna",Kazakhstan,KAZ,DAN,
sr:competitor:19607,"Zhang, Shuai",China,CHN,ZHA,
sr:competitor:43102,"Babos, Timea",Hungary,HUN,BAB,
sr:competitor:96075,"Stefani, Luisa",Brazil,BRA,STE,
sr:competitor:41524,"Krunic, Aleksandra",Serbia,SRB,KA,
sr:competitor:46084,"Melichar-Martinez, Nicole",USA,USA,MEL,
sr:competitor:19932,"Muhammad, Asia",USA,USA,MUH,
sr:competitor:24431,"Panova, Alexandra",Neutral,,PAN,
sr:competitor:50537,"Schuurs, Demi",Netherlands,NLD,SCH,
sr:competitor:153652,"Guo, Hanyu",China,CHN,GUO,
sr:competitor:119670,"Perez, Ellen",Australia,AUS,PER,
sr:competitor:37508,"Siegemund, Laura",Germany,DEU,SIE,
sr:competitor:150122,"Jiang, Xinyu",China,CHN,JIA,
sr:competitor:129714,"Nicholls, Olivia",Great Britain,GBR,NIC,
sr:competitor:157672,"Stollar, Fanny",Hungary,HUN,STO,
sr:competitor:142996,"Mihalikova, Tereza",Slovakia,SVK,MIH,
sr:competitor:99131,"Bucsa, Cristina",Spain,ESP,BUC,
sr:competitor:41520,"Kichenok, Lyudmyla",Ukraine,UKR,KIC,
sr:competitor:182178,"Wu, Fang-Hsien",Chinese Taipei,TPE,FAN,
sr:competitor:47810,"Khromacheva, Irina",Neutral,,KHR,
sr:competitor:45835,"Hunter, Storm",Australia,AUS,HUN,
sr:competitor:59702,"Haddad Maia, Beatriz",Brazil,BRA,HAD,
sr:competitor:91960,"Kenin, Sofia",USA,USA,KEN,
sr:competitor:64021,"Krawczyk, Desirae",USA,USA,KRA,
sr:competitor:70784,"Hozumi, Eri",Japan,JPN,HOZ,
sr:competitor:47801,"Eikeri, Ulrikke",Norway,NOR,EIK,
sr:competitor:179146,"Kalinskaya, Anna",Neutral,,KAL,
sr:competitor:48625,"Chan, Hao-Ching",Chinese Taipei,TPE,CHA,
sr:competitor:19974,"Xu, Yifan",China,CHN,YIF,
sr:competitor:128584,"Samsonova, Liudmila",Neutral,,SAM,
sr:competitor:123824,"Dolehide, Caroline",USA,USA,DOL,
sr:competitor:45915,"Yang, Zhaoxuan",China,CHN,YAN,
sr:competitor:66432,"Kato, Miyu",Japan,JPN,KAT,
sr:competitor:166124,"Olmos, Giuliana",Mexico,MEX,OLM,
sr:competitor:43547,"Aoyama, Shuko",Japan,JPN,AOY,
sr:competitor:287769,"Kessler, McCartney",USA,USA,KES,
sr:competitor:33593,"Mladenovic, Kristina",France,FRA,MLA,
sr:competitor:67759,"Alexandrova, Ekaterina",Neutral,,ALE,
sr:competitor:360038,"Stearns, Peyton",USA,USA,STE,
sr:competitor:51481,"Sutjiadi, Aldila",Indonesia,IDN,SUT,
sr:competitor:49682,"Kichenok, Nadiia",Ukraine,UKR,KIC,
sr:competitor:776340,"Joint, Maya",Australia,AUS,JOI,
sr:competitor:252223,"Rakhimova, Kamilla",Neutral,,RAK,
sr:competitor:286435,"Gadecki, Olivia",Australia,AUS,GAD,
sr:competitor:19728,"Cirstea, Sorana",Romania,ROU,CIR,
sr:competitor:215476,"Siskova, Anna",Czechia,CZE,SIS,
sr:competitor:19731,"Piter, Katarzyna",Poland,POL,PIT,
sr:competitor:60668,"Ninomiya, Makoto",Japan,JPN,NIN,
sr:competitor:373352,"Gauff, Coco",USA,USA,GAU,
sr:competitor:73542,"Gleason, Quinn",USA,USA,GLE,
sr:competitor:242602,"McNally, Catherine",USA,USA,MCC,
sr:competitor:44977,"Santamaria, Sabrina",USA,USA,SAN,
sr:competitor:401055,"Noskova, Linda",Czechia,CZE,NOS,
sr:competitor:182054,"Skoch, Miriam",Czechia,CZE,SKO,
sr:competitor:60398,"Krejcikova, Barbora",Czechia,CZE,KRE,
sr:competitor:103901,"Ruse, Elena-Gabriela",Romania,ROU,RUS,
sr:competitor:69602,"Lumsden, Maia",Great Britain,GBR,LUM,
sr:competitor:194106,"Tang, Qianhui",China,CHN,TAN,
sr:competitor:108621,"Kempen, Magali",Belgium,BEL,KEM,
sr:competitor:289507,"Fernandez, Leylah Annie",Canada,CAN,FER,
sr:competitor:799304,"Pridankina, Elena",Neutral,,PRI,
sr:competitor:235252,"Kozyreva, Maria",Russia,RUS,KOZ,
sr:competitor:46428,"Maleckova, Jesika",Czechia,CZE,MAL,
sr:competitor:329535,"Tauson, Clara",Denmark,DNK,TAU,
sr:competitor:71754,"Martins, Ingrid",Brazil,BRA,MAR,
sr:competitor:173748,"Detiuc, Anastasia",Czechia,CZE,DET,
sr:competitor:418583,"Haverlag, Isabelle",Netherlands,NLD,HAV,
sr:competitor:92879,"Shymanovich, Iryna",Neutral,,SHY,
sr:competitor:47697,"Zheng, Saisai",China,CHN,ZHE,
sr:competitor:168526,"Appleton, Emily",Great Britain,GBR,APP,
sr:competitor:64085,"Pigossi, Laura",Brazil,BRA,PIG,
sr:competitor:37504,"Kalashnikova, Oksana",Georgia,GEO,KAL,
sr:competitor:460837,"Tjen, Janice",Indonesia,IDN,TJE,
sr:competitor:208125,"Liang, En-Shuo",Chinese Taipei,TPE,LIA,
sr:competitor:41877,"Yuan, Yue",China,CHN,YUA,
sr:competitor:111189,"Zarazua, Renata",Mexico,MEX,ZAR,
sr:competitor:278887,"Kostyuk, Marta",Ukraine,UKR,KOS,
sr:competitor:245295,"Waltert, Simona",Switzerland,CHE,WAL,
sr:competitor:272217,"Wang, Xinyu",China,CHN,WAN,
sr:competitor:211262,"Danilovic, Olga",Serbia,SRB,DAN,
sr:competitor:87090,"Chong, Eudice","Hong Kong, China",HKG,CHO,
sr:competitor:88310,"Sherif Ahmed Abdelaziz, Maiar",Egypt,EGY,SHE,
sr:competitor:183957,"Kobori, Momoko",Japan,JPN,KOB,
sr:competitor:549759,"Krueger, Ashlyn",USA,USA,KRU,
sr:competitor:19655,"Niculescu, Monica",Romania,ROU,NIC,
sr:competitor:71034,"Sramkova, Rebecca",Slovakia,SVK,SRA,
sr:competitor:87834,"Hon, Priscilla",Australia,AUS,HON,
sr:competitor:52695,"Moratelli, Angelica",Italy,ITA,MOR,
sr:competitor:453301,"Jorge, Matilde",Portugal,PRT,JOR,
sr:competitor:210558,"Jorge, Francisca",Portugal,PRT,JOR,
sr:competitor:303814,"Tikhonova, Anastasia",Neutral,,TIK,
sr:competitor:143140,"Aney, Jessie",USA,USA,ANE,
sr:competitor:45545,"Putintseva, Yulia",Kazakhstan,KAZ,PUT,
sr:competitor:48451,"Cavalle-Reimers, Yvonne",Spain,ESP,CAV,
sr:competitor:235260,"Chwalinska, Maja",Poland,POL,CHW,
sr:competitor:245673,"Feng, Shuo",China,CHN,FEN,
sr:competitor:92877,"Fossa Huergo, Nicole",Italy,ITA,FOS,
sr:competitor:48486,"Gorgodze, Ekaterine",Georgia,GEO,GOR,
sr:competitor:195408,"Shimizu, Ayano",Japan,JPN,SHI,
sr:competitor:53789,"Dart, Harriet",Great Britain,GBR,DAR,
sr:competitor:378340,"Corley, Carmen",USA,USA,COR,
sr:competitor:369524,"Erjavec, Veronika",Slovenia,SVN,ERJ,
sr:competitor:52533,"Jakupovic, Dalila",Slovenia,SVN,JAK,
sr:competitor:138452,"Shibahara, Ena",Japan,JPN,SHI,
sr:competitor:60392,"Sorribes Tormo, Sara",Spain,ESP,SOR,
sr:competitor:385206,"Radisic, Nika",Slovenia,SVN,RAD,
sr:competitor:156040,"Cho, I-Hsuan",Chinese Taipei,TPE,CHO,
sr:competitor:210670,"Cho, Yi Tsen",Chinese Taipei,TPE,CHO,
sr:competitor:50915,"Plipuech, Peangtarn",Thailand,THA,PLI,
sr:competitor:72758,"Cristian, Jaqueline",Romania,ROU,CRI,
sr:competitor:119216,"Herrero Linana, Alicia",Spain,ESP,HER,
sr:competitor:51651,"Rosatello, Camilla",Italy,ITA,ROS,
sr:competitor:59762,"Barnett, Alicia",Great Britain,GBR,BAR,
sr:competitor:250285,"Falkowska, Weronika",Poland,POL,FAL,
sr:competitor:628178,"Brooks, Madeleine",Great Britain,GBR,BRO,
sr:competitor:105463,"Bouzkova, Marie",Czechia,CZE,BOU,
sr:competitor:115507,"Bolsova, Aliona",Spain,ESP,BOL,
sr:competitor:45827,"Lechemia, Elixane",France,FRA,LEC,
sr:competitor:67430,"Cascino, Estelle",France,FRA,CAS,
sr:competitor:189384,"Kulambayeva, Zhibek",Kazakhstan,KAZ,KUL,
sr:competitor:148276,"Zheng, Wushuang",China,CHN,ZHE,
sr:competitor:42289,"Linette, Magda",Poland,POL,LIN,
sr:competitor:192130,"Blinkova, Anna",Neutral,,BLI,
sr:competitor:234150,"Potapova, Anastasia",Neutral,,POT,
sr:competitor:805538,"Cross, Kayla",Canada,CAN,CRO,
sr:competitor:676251,"Wuerth, Tara",Croatia,HRV,WUR,
sr:competitor:70728,"Bhosale, Rutuja",India,IND,BHO,
sr:competitor:319455,"Baptiste, Hailey",USA,USA,BAP,
sr:competitor:143146,"Smith, Alana",USA,USA,SMI,
sr:competitor:61526,"Thombare, Prarthana",India,IND,THO,
sr:competitor:121760,"Anshba, Amina",Neutral,,ANS,
sr:competitor:152804,"Vondrousova, Marketa",Czechia,CZE,VON,
sr:competitor:51943,"Strakhova, Valeriya",Ukraine,UKR,STR,
sr:competitor:19847,"Rus, Arantxa",Netherlands,NLD,RUS,
sr:competitor:325837,"Sakellaridi, Sapfo",Greece,GRC,SAK,
sr:competitor:18251,"Williams, Venus",USA,USA,WIL,
sr:competitor:261583,"Li, Ann",USA,USA,ANN,
sr:competitor:105099,"Birrell, Kimberly",Australia,AUS,BIR,
sr:competitor:1022815,"Akli, Ayana",USA,USA,AKL,
sr:competitor:226306,"Corley, Ivana",USA,USA,COR,
sr:competitor:93657,"Karamoko, Naima",Switzerland,CHE,KAR,
sr:competitor:1017327,"Samson, Laura",Czechia,CZE,SAM,
sr:competitor:568715,"Semenistaja, Darja",Latvia,LVA,SEM,
sr:competitor:44834,"Pegula, Jessica",USA,USA,PEG,
sr:competitor:473609,"Kubka, Martyna",Poland,POL,KUB,
sr:competitor:99429,"Hule, Petra",Australia,AUS,HUL,
sr:competitor:217912,"Andreescu, Bianca",Canada,CAN,AND,
sr:competitor:52025,"Wang, Yafan",China,CHN,WAN,
sr:competitor:448121,"Rogers, Anna",USA,USA,ROG,
sr:competitor:203893,"Kucmova, Aneta",Czechia,CZE,KUC,
sr:competitor:868599,"McDonald, Ella",Great Britain,GBR,MCD,
sr:competitor:35838,"Begu, Irina-Camelia",Romania,ROU,BEG,
sr:competitor:627278,"Eala, Alexandra",Philippines,PHL,EAL,
sr:competitor:662615,"Salkova, Dominika",Czechia,CZE,SAL,
sr:competitor:215806,"Hewitt, Dalayna",USA,USA,HEW,
sr:competitor:153748,"Jones, Makenna",USA,USA,JON,
sr:competitor:223862,"Laboutkova, Aneta",Czechia,CZE,LAB,
sr:competitor:150574,"Bondar, Anna",Hungary,HUN,BON,
sr:competitor:406199,"Jacquemot, Elsa",France,FRA,JAC,
sr:competitor:18354,"Mattek-Sands, Bethanie",USA,USA,MAT,
sr:competitor:137990,"Failla, Jessica",USA,USA,FAI,
sr:competitor:172590,"Burrage, Jodie",Great Britain,GBR,BUR,
sr:competitor:152106,"Zaar, Lisa",Sweden,SWE,ZAA,
sr:competitor:378144,"Karatancheva, Lia",Bulgaria,BGR,KAR,
sr:competitor:160190,"Hartono, Arianne",Netherlands,NLD,HAR,
sr:competitor:98733,"Burillo Escorihuela, Irene",Spain,ESP,BUR,
sr:competitor:215598,"Vedder, Eva",Netherlands,NLD,VED,
sr:competitor:102637,"McAdoo, Rasheeda",USA,USA,MCA,
sr:competitor:290994,"Wong, Hong Yi Cody","Hong Kong, China",HKG,WON,
sr:competitor:53288,"Silva, Eden",Great Britain,GBR,SIL,
sr:competitor:70970,"Bhatia, Riya",India,IND,BHA,
sr:competitor:19876,"Wickmayer, Yanina",Belgium,BEL,WIC,
sr:competitor:120666,"Stojanovic, Nina",Serbia,SRB,STO,
sr:competitor:459013,"Kartal, Sonay",Great Britain,GBR,KAR,
sr:competitor:132412,"Fita Boluda, Angela",Spain,ESP,FIT,
sr:competitor:41374,"Tomova, Viktoriya",Bulgaria,BGR,TOM,
sr:competitor:335171,"Uchijima, Moyuka",Japan,JPN,UCH,
sr:competitor:242630,"Osorio, Camila",Colombia,COL,OSO,
sr:competitor:70822,"Morisaki, Kanako",Japan,JPN,MOR,
sr:competitor:137932,"Mikulskyte, Justina",Lithuania,LTU,MIK,
sr:competitor:233266,"Ovcharenko, Ekaterina",Neutral,,OVC,
sr:competitor:421379,"Rencheli, Abigail",USA,USA,REN,
sr:competitor:264863,"Novak, Kristina",Slovenia,SVN,NOV,
sr:competitor:64315,"Kuwata, Hiroko",Japan,JPN,KUW,
sr:competitor:88494,"Christie, Freya",Great Britain,GBR,CHR,
sr:competitor:20158,"Webley-Smith, Emily",Great Britain,GBR,WEB,
sr:competitor:227486,"Zantedeschi, Aurora",Italy,ITA,ZAN,
sr:competitor:283489,"Imamura, Saki",Japan,JPN,IMA,
sr:competitor:496316,"Gimbrere, Jasmijn",Netherlands,NLD,GIM,
sr:competitor:807358,"Rakotomanga Rajaonah, Tiantsoa Sarah",France,FRA,RAK,
sr:competitor:78785,"Rodriguez, Victoria",Mexico,MEX,ROD,
sr:competitor:282597,"Park, Sohyun",Republic of Korea,KOR,PAR,
sr:competitor:345070,"Arseneault, Ariana",Canada,CAN,ARS,
sr:competitor:112957,"Jeanjean, Leolia",France,FRA,JEA,
sr:competitor:46625,"Raina, Ankita",India,IND,RAI,
sr:competitor:256447,"Monnet, Carole",France,FRA,MON,
sr:competitor:49963,"Omae, Akiko",Japan,JPN,OMA,
sr:competitor:110055,"Bronzetti, Lucia",Italy,ITA,BRO,
sr:competitor:19017,"Azarenka, Victoria",Neutral,,AZA,
sr:competitor:459317,"Nugroho, Priska Madelyn",Indonesia,IDN,NUG,
sr:competitor:318195,"Parry, Diane",France,FRA,PAR,
sr:competitor:914135,"Jovic, Iva",USA,USA,JOV,
sr:competitor:244216,"Giavara, Haley",USA,USA,GIA,
sr:competitor:85077,"Muchova, Karolina",Czechia,CZE,MUC,
sr:competitor:904005,"Ibragimova, Alevtina",Neutral,,IBR,
sr:competitor:750327,"Iatcenko, Polina",Neutral,,IAT,
sr:competitor:353358,"Tran, Lian",Netherlands,NLD,TRA,
sr:competitor:202363,"Sun, Lulu",New Zealand,NZL,SUN,
sr:competitor:234398,"Nahimana, Sada",Burundi,BDI,NAH,
sr:competitor:870981,"Li, Yu-Yun",Chinese Taipei,TPE,YU-,
sr:competitor:517274,"Rajecki, Amelia",Great Britain,GBR,RAJ,
sr:competitor:842594,"Li, Zongyu",China,CHN,ZON,
sr:competitor:880229,"Cayetano, Eryn",USA,USA,CAY,
sr:competitor:52183,"Bara, Irina Maria",Romania,ROU,BARA,
sr:competitor:586739,"Ambrosio, Silvia",Italy,ITA,AMB,
sr:competitor:750329,"Candiotto, Ana",Brazil,BRA,CAN,
sr:competitor:448081,"Noha Akugue, Noma",Germany,DEU,NOH,
sr:competitor:226092,"Shimizu, Eri",Japan,JPN,SHI,
sr:competitor:505998,"Zamarripa, Maribella",USA,USA,ZAM,
sr:competitor:254551,"Udvardy, Panna",Hungary,HUN,UDV,
sr:competitor:222546,"Kuzmova, Katarina",Slovakia,SVK,KUZ,
sr:competitor:380368,"Sebestova, Ivana",Czechia,CZE,SEB,
sr:competitor:414533,"Abbagnato, Anastasia",Italy,ITA,ABB,
sr:competitor:80427,"Osborne, Alexandra",Australia,AUS,OSB,
sr:competitor:731427,"Micic, Elena",Australia,AUS,MIC,
sr:competitor:98105,"Matoula, Martha",Greece,GRC,MAT,
sr:competitor:233478,"Bayerlova, Michaela",Czechia,CZE,BAY,
sr:competitor:59662,"Sanchez, Ana Sofia",Mexico,MEX,SAN,
sr:competitor:812476,"Zaytseva, Ksenia",Neutral,,ZAY,
sr:competitor:467037,"Kudermetova, Polina",Neutral,,KUD,
sr:competitor:71284,"Bains, Naiktha",Great Britain,GBR,BAI,
sr:competitor:256547,"Parks, Alycia",USA,USA,PAR,
sr:competitor:297588,"Romero Gormaz, Leyre",Spain,ESP,ROM,
sr:competitor:812502,"Xu, Mingge",Great Britain,GBR,MIN,
sr:competitor:59213,"Perez Garcia, Maria Paulina",Colombia,COL,PER,
sr:competitor:289093,"Belgraver, Julie",France,FRA,BEL,
sr:competitor:165866,"Miyazaki, Yuriko Lily",Great Britain,GBR,MIY,
sr:competitor:67757,"Pera, Bernarda",USA,USA,PER,
sr:competitor:789688,"Ngounoue, Clervie",USA,USA,NGO,
sr:competitor:911661,"de Zeeuw, Joy",Netherlands,NLD,DE,
sr:competitor:510530,"Abe, Hiromi",Japan,JPN,ABE,
sr:competitor:46661,"Gamiz, Andrea",Venezuela,VEN,GAM,
sr:competitor:141892,"Carle, Maria",Argentina,ARG,CAR,
sr:competitor:315609,"Kraus, Sinja",Austria,AUT,KRA,
sr:competitor:63220,"Ponchet, Jessika",France,FRA,PON,
sr:competitor:45139,"Papamichail, Despina",Greece,GRC,PAP,
sr:competitor:55401,"Jabeur, Ons",Tunisia,TUN,JAB,
sr:competitor:515530,"Gomez Pezuela Cano, Marian",Mexico,MEX,GOM,
sr:competitor:213144,"Lemaitre, Tiphanie",France,FRA,LEM,
sr:competitor:315663,"Barry, Monique",New Zealand,NZL,BAR,
sr:competitor:227390,"Brancaccio, Nuria",Italy,ITA,BRA,
sr:competitor:1020859,"Pawlikowska,  Zuzanna",Poland,POL,PAW,
sr:competitor:416473,"Reyngold, Ekaterina",Neutral,,REY,
sr:competitor:133662,"Badosa, Paula",Spain,ESP,BAD,
sr:competitor:186312,"Rybakina, Elena",Kazakhstan,KAZ,RYB,
sr:competitor:352782,"Raducanu, Emma",Great Britain,GBR,RAD,
sr:competitor:745799,"Urgesi, Federica",Italy,ITA,URG,
sr:competitor:190882,"Aiava, Destanee",Australia,AUS,AIA,
sr:competitor:119874,"Ibbou, Ines",Algeria,DZA,IBB,
sr:competitor:431743,"Okutoyi, Angella",Kenya,KEN,OKU,
sr:competitor:447703,"Sato, Hikaru",Japan,JPN,SAT,
sr:competitor:66516,"Ayukawa, Mana",Japan,JPN,AYU,
sr:competitor:675189,"Preston, Taylah",Australia,AUS,PRE,
sr:competitor:355958,"Visscher, Stephanie Judith",Netherlands,NLD,VIS,
sr:competitor:104929,"Tona, Miriana",Italy,ITA,TON,
sr:competitor:813490,"Hobgarski, Katharina",Germany,DEU,HOB,
sr:competitor:138654,"Duerst, Jenny",Switzerland,CHE,DUE,
sr:competitor:337813,"Riera, Julia",Argentina,ARG,RIE,
sr:competitor:731441,"Vargova, Nina",Slovakia,SVK,VAR,
sr:competitor:936009,"van Emst, Sarah",Netherlands,NLD,VAN,
sr:competitor:122668,"Daniel, Jaeda",USA,USA,DAN,
sr:competitor:501894,"Vidmanova, Darja",Czechia,CZE,VID,
sr:competitor:98523,"Ye, Qiu Yu",China,CHN,QIU,
sr:competitor:192108,"Yastremska, Dayana",Ukraine,UKR,YAS,
sr:competitor:78431,"Lodikova, Daria",Neutral,,LOD,
sr:competitor:82609,"Grammatikopoulou, Valentini",Greece,GRC,GRA,
sr:competitor:102191,"Aksu, Ayla",Turkiye,TUR,AKS,
sr:competitor:42492,"Kawa, Katarzyna",Poland,POL,KAW,
sr:competitor:46650,"Kolb, Nadiia",Ukraine,UKR,KOL,
sr:competitor:496378,"Yamazaki, Ikumi",Japan,JPN,YAM,
sr:competitor:51315,"Anderson, Robin",USA,USA,AND,
sr:competitor:771430,"Naef, Celine",Switzerland,CHE,NAE,
sr:competitor:849553,"Yao, Xinxin",China,CHN,YAO,
